instrument,sector,Year,q,ESGscore,Firm_Size,Leverage
ALL,Finance and Insurance,2023,0.4349,77.25,11.546,0.5205
ALLE,Administrative and Support and Waste… Services,2015,3.4451,32.07,7.734,60.3672
ALLE,Administrative and Support and Waste… Services,2016,3.3645,34.5,7.718,12.9197
ALLE,Administrative and Support and Waste… Services,2017,3.5564,47.91,7.841,3.6785
ALLE,Administrative and Support and Waste… Services,2018,3.1985,58.38,7.941,2.2194
ALLE,Administrative and Support and Waste… Services,2019,4.4004,57.73,7.995,1.9925
ALLE,Administrative and Support and Waste… Services,2020,3.9548,68.85,8.029,1.8369
ALLE,Administrative and Support and Waste… Services,2021,4.3323,62.25,8.023,2.0215
ALLE,Administrative and Support and Waste… Services,2022,2.8671,62.25,8.292,2.3315
ALLE,Administrative and Support and Waste… Services,2023,3.0736,54.97,8.369,1.643
AMAT,Manufacturing,2002,2.4835,47.52,9.233,0.0778
AMAT,Manufacturing,2003,3.8496,42.21,9.241,0.0696
AMAT,Manufacturing,2004,2.2747,43.35,9.4,0.0493
AMAT,Manufacturing,2005,2.3693,54.95,9.33,0.0465
AMAT,Manufacturing,2006,2.5957,47.34,9.157,0.0612
AMAT,Manufacturing,2007,2.5451,70.04,9.274,0.0262
AMAT,Manufacturing,2008,1.5793,66.44,9.306,0.0268
AMAT,Manufacturing,2009,1.7298,70.85,9.167,0.0285
AMAT,Manufacturing,2010,1.5175,74.77,9.3,0.0273
AMAT,Manufacturing,2011,1.3013,73.01,9.537,0.2212
AMAT,Manufacturing,2012,1.2092,66.5,9.401,0.269
AMAT,Manufacturing,2013,1.9466,61.16,9.396,0.2745
AMAT,Manufacturing,2014,2.1951,61.77,9.486,0.2475
AMAT,Manufacturing,2015,1.5675,64.67,9.636,0.5966
AMAT,Manufacturing,2016,2.3781,69.56,9.588,0.4632
AMAT,Manufacturing,2017,3.3534,76.27,9.874,0.5673
AMAT,Manufacturing,2018,2.0877,81.11,9.785,0.7763
AMAT,Manufacturing,2019,2.8919,79.24,9.853,0.6468
AMAT,Manufacturing,2020,2.6772,79.12,10.015,0.5395
AMAT,Manufacturing,2021,4.9427,82.92,10.159,0.4697
AMAT,Manufacturing,2022,3.0063,84.11,10.193,0.478
AMAT,Manufacturing,2023,3.783,84.11,10.333,0.3669
AMD,Manufacturing,2002,0.7416,46.06,8.634,0.7869
AMD,Manufacturing,2003,1.0306,36.84,8.867,0.8584
AMD,Manufacturing,2004,1.3367,43.51,8.968,0.6176
AMD,Manufacturing,2005,2.0167,46.22,8.894,0.4088
AMD,Manufacturing,2006,1.1355,37.89,9.484,0.6564
AMD,Manufacturing,2007,0.8497,67.84,9.354,1.7622
AMD,Manufacturing,2009,1.2366,64.86,9.114,7.3009
AMD,Manufacturing,2010,1.6132,67.37,8.51,2.3899
AMD,Manufacturing,2011,1.1678,64.91,8.508,1.2679
AMD,Manufacturing,2012,0.9383,65.78,8.294,3.7955
AMD,Manufacturing,2013,1.1215,65.93,8.375,3.7831
AMD,Manufacturing,2014,1.1372,63.71,8.234,11.8289
AMD,Manufacturing,2016,3.6248,71.73,8.108,3.4495
AMD,Manufacturing,2017,3.2022,70.77,8.172,2.2831
AMD,Manufacturing,2018,4.3464,68.51,8.424,0.9874
AMD,Manufacturing,2019,9.0219,66.29,8.704,0.2575
AMD,Manufacturing,2020,12.4562,65.97,9.101,0.098
AMD,Manufacturing,2021,14.0446,71.31,9.427,0.0976
AMD,Manufacturing,2022,1.5887,71.31,11.121,0.054
AME,Manufacturing,2008,1.419,16.64,8.025,0.8633
AME,Manufacturing,2009,1.5918,14.56,8.085,0.6648
AME,Manufacturing,2010,1.9577,19.06,8.248,0.6582
AME,Manufacturing,2011,1.8557,12.27,8.371,0.6157
AME,Manufacturing,2012,2.042,25.85,8.554,0.5734
AME,Manufacturing,2013,2.4362,29.74,8.679,0.4512
AME,Manufacturing,2014,2.2451,32.25,8.767,0.5291
AME,Manufacturing,2015,2.1852,33.38,8.805,0.5967
AME,Manufacturing,2016,1.8997,30.78,8.868,0.719
AME,Manufacturing,2017,2.428,25.91,8.961,0.5398
AME,Manufacturing,2018,2.0789,41.8,9.067,0.6206
AME,Manufacturing,2019,2.6211,45.95,9.195,0.5775
AME,Manufacturing,2020,2.9414,56.02,9.245,0.4348
AME,Manufacturing,2021,3.0916,60.39,9.384,0.3959
AME,Manufacturing,2022,2.7916,60.39,9.428,0.3425
AME,Manufacturing,2023,2.7713,58.63,9.617,0.4074
AMGN,"Professional, Scientific, and Technical Services",2002,2.6777,17.34,10.105,0.1734
AMGN,"Professional, Scientific, and Technical Services",2003,3.1478,23.48,10.173,0.1588
AMGN,"Professional, Scientific, and Technical Services",2004,2.941,24.46,10.283,0.2593
AMGN,"Professional, Scientific, and Technical Services",2005,3.4298,41.33,10.285,0.1935
AMGN,"Professional, Scientific, and Technical Services",2006,2.6241,32.55,10.428,0.4752
AMGN,"Professional, Scientific, and Technical Services",2007,1.78,25.77,10.453,0.6255
AMGN,"Professional, Scientific, and Technical Services",2008,1.9384,38.29,10.504,0.4992
AMGN,"Professional, Scientific, and Technical Services",2009,1.6879,53.95,10.587,0.4677
AMGN,"Professional, Scientific, and Technical Services",2010,1.4839,46.94,10.68,0.5581
AMGN,"Professional, Scientific, and Technical Services",2011,1.4838,47.78,10.797,1.1261
AMGN,"Professional, Scientific, and Technical Services",2012,1.6892,50.28,10.902,1.3919
AMGN,"Professional, Scientific, and Technical Services",2013,1.7877,66.72,11.099,1.454
AMGN,"Professional, Scientific, and Technical Services",2014,2.2003,64.9,11.142,1.1915
AMGN,"Professional, Scientific, and Technical Services",2015,2.1509,68.79,11.179,1.1237
AMGN,"Professional, Scientific, and Technical Services",2016,1.8361,66.86,11.26,1.158
AMGN,"Professional, Scientific, and Technical Services",2017,2.0128,75.45,11.289,1.4002
AMGN,"Professional, Scientific, and Technical Services",2018,2.3563,72.56,11.104,2.7143
AMGN,"Professional, Scientific, and Technical Services",2019,2.8975,73.52,10.997,3.146
AMGN,"Professional, Scientific, and Technical Services",2020,2.6436,76.03,11.05,3.5546
AMGN,"Professional, Scientific, and Technical Services",2021,2.609,79.86,11.021,5.0715
AMGN,"Professional, Scientific, and Technical Services",2022,2.7624,79.86,11.084,10.8276
AMGN,"Professional, Scientific, and Technical Services",2023,2.2606,77.24,11.484,10.4979
AMP,Finance and Insurance,2005,0.1297,33.96,11.442,0.2385
AMP,Finance and Insurance,2006,0.1476,38.06,11.554,0.2808
AMP,Finance and Insurance,2007,0.1334,37.22,11.601,0.2584
AMP,Finance and Insurance,2008,0.074,37.22,11.469,0.3281
AMP,Finance and Insurance,2009,0.1068,42.89,11.642,0.2425
AMP,Finance and Insurance,2010,0.1711,42.57,11.784,0.7691
AMP,Finance and Insurance,2011,0.1425,40.96,11.805,0.7874
AMP,Finance and Insurance,2012,0.1533,46.37,11.811,0.8672
AMP,Finance and Insurance,2013,0.2148,45.17,11.882,1.0933
AMP,Finance and Insurance,2014,0.2308,62.04,11.91,1.2468
AMP,Finance and Insurance,2015,0.1971,61.81,11.887,1.4474
AMP,Finance and Insurance,2016,0.1617,67.0,11.848,0.864
AMP,Finance and Insurance,2017,0.2044,65.34,11.901,0.8835
AMP,Finance and Insurance,2018,0.1388,69.76,11.829,0.861
AMP,Finance and Insurance,2019,0.17,65.85,11.931,0.9023
AMP,Finance and Insurance,2020,0.1681,78.51,12.019,0.886
AMP,Finance and Insurance,2021,0.2215,75.97,12.078,0.974
AMP,Finance and Insurance,2022,0.2428,75.97,11.973,1.5782
AMP,Finance and Insurance,2023,0.2519,73.04,12.074,1.2857
AMT,Real Estate Rental and Leasing,2004,1.4782,26.08,8.534,2.2391
AMT,Real Estate Rental and Leasing,2005,1.6839,23.79,9.081,0.7956
AMT,Real Estate Rental and Leasing,2006,2.2494,38.61,9.061,0.808
AMT,Real Estate Rental and Leasing,2007,2.6204,26.78,9.003,1.418
AMT,Real Estate Rental and Leasing,2008,1.9451,30.84,9.013,1.4486
AMT,Real Estate Rental and Leasing,2009,2.5332,49.52,9.049,1.2704
AMT,Real Estate Rental and Leasing,2010,2.5246,43.03,9.246,1.5957
AMT,Real Estate Rental and Leasing,2011,2.5227,54.23,9.412,2.2013
AMT,Real Estate Rental and Leasing,2012,2.7881,46.11,9.553,2.4498
AMT,Real Estate Rental and Leasing,2013,2.2689,44.18,9.917,4.0967
AMT,Real Estate Rental and Leasing,2014,2.5231,42.17,9.968,3.6951
AMT,Real Estate Rental and Leasing,2015,2.1638,42.17,10.2,2.5737
AMT,Real Estate Rental and Leasing,2016,2.0619,57.37,10.338,2.7401
AMT,Real Estate Rental and Leasing,2017,2.4503,61.14,10.411,3.2372
AMT,Real Estate Rental and Leasing,2018,2.7546,73.27,10.405,3.9654
AMT,Real Estate Rental and Leasing,2019,3.1037,71.01,10.664,6.144
AMT,Real Estate Rental and Leasing,2020,2.8888,67.03,10.763,8.9683
AMT,Real Estate Rental and Leasing,2021,2.6517,81.5,11.155,10.2355
AMT,Real Estate Rental and Leasing,2022,2.1683,81.5,11.115,8.4436
AMT,Real Estate Rental and Leasing,2023,2.2387,83.07,11.098,11.2321
AMZN,Retail Trade,2005,5.7193,30.52,8.215,6.1951
AMZN,Retail Trade,2006,4.0464,19.38,8.381,3.058
AMZN,Retail Trade,2007,6.1566,30.02,8.777,1.1587
AMZN,Retail Trade,2008,2.7197,21.1,9.026,0.2485
AMZN,Retail Trade,2009,4.3524,27.6,9.533,0.0748
AMZN,Retail Trade,2010,4.3648,29.01,9.841,0.126
AMZN,Retail Trade,2011,3.1925,43.2,10.138,0.25
AMZN,Retail Trade,2012,3.651,42.57,10.391,0.606
AMZN,Retail Trade,2013,4.7302,45.96,10.601,0.7097
AMZN,Retail Trade,2014,2.9429,49.81,10.906,1.4979
AMZN,Retail Trade,2015,5.1325,50.34,11.089,1.311
AMZN,Retail Trade,2016,4.5334,65.29,11.331,1.0583
AMZN,Retail Trade,2017,4.6468,71.49,11.785,1.5932
AMZN,Retail Trade,2018,4.8372,85.03,11.999,1.1318
AMZN,Retail Trade,2019,4.4296,87.06,12.325,1.2494
AMZN,Retail Trade,2020,5.4265,86.05,12.68,1.1214
AMZN,Retail Trade,2021,4.3679,78.04,12.949,1.0109
AMZN,Retail Trade,2022,2.2268,78.04,13.045,1.1636
AMZN,Retail Trade,2023,3.2952,79.79,13.177,0.8013
ANET,Manufacturing,2016,3.987,32.18,7.455,0.0372
ANET,Manufacturing,2017,7.072,40.91,7.808,0.0238
ANET,Manufacturing,2018,5.1853,43.57,8.033,0.0176
ANET,Manufacturing,2019,3.7361,60.26,8.339,0.0342
ANET,Manufacturing,2020,4.6897,63.16,8.464,0.0272
ANET,Manufacturing,2021,7.7263,60.61,8.654,0.0193
ANET,Manufacturing,2022,5.5059,60.61,8.821,0.0131
ANET,Manufacturing,2023,7.3996,56.92,9.205,0.0091
ANSS,Information,2009,2.147,44.02,7.56,0.1717
ANSS,Information,2010,2.3187,40.42,7.662,0.1043
ANSS,Information,2011,2.2196,55.29,7.803,0.0727
ANSS,Information,2012,2.4136,51.85,7.866,0.0274
ANSS,Information,2013,2.957,52.95,7.909,0.0
ANSS,Information,2014,2.6829,51.23,7.928,0.0
ANSS,Information,2015,2.9865,55.81,7.912,0.0
ANSS,Information,2016,2.8299,53.55,7.938,0.0
ANSS,Information,2017,4.2242,43.35,7.987,0.0
ANSS,Information,2018,3.6604,45.6,8.091,0.0
ANSS,Information,2019,4.6865,58.15,8.484,0.1762
ANSS,Information,2020,5.4603,60.93,8.69,0.23
ANSS,Information,2021,5.6623,58.91,8.752,0.1964
ANSS,Information,2022,3.2739,58.91,8.808,0.1827
AON,Finance and Insurance,2002,0.3259,55.75,10.14,0.6393
AON,Finance and Insurance,2003,0.3573,44.12,10.205,0.4775
AON,Finance and Insurance,2004,0.3414,48.16,10.252,0.4149
AON,Finance and Insurance,2005,0.4908,43.35,10.233,0.3983
AON,Finance and Insurance,2006,0.5294,35.6,10.099,0.4379
AON,Finance and Insurance,2007,0.6677,45.8,10.125,0.3448
AON,Finance and Insurance,2008,0.628,46.59,10.041,0.3723
AON,Finance and Insurance,2009,0.5322,56.99,10.041,0.3733
AON,Finance and Insurance,2010,0.683,49.85,10.274,0.5461
AON,Finance and Insurance,2011,0.6664,57.81,10.294,0.5561
AON,Finance and Insurance,2012,0.7037,54.07,10.325,0.5366
AON,Finance and Insurance,2013,0.979,58.57,10.317,0.5389
AON,Finance and Insurance,2014,1.0793,56.58,10.301,0.8495
AON,Finance and Insurance,2015,1.1271,47.67,10.21,0.9396
AON,Finance and Insurance,2016,1.331,50.11,10.189,1.1333
AON,Finance and Insurance,2017,1.5005,51.28,10.169,1.3018
AON,Finance and Insurance,2018,1.5572,50.67,10.182,1.5042
AON,Finance and Insurance,2019,1.9355,62.44,10.289,2.539
AON,Finance and Insurance,2020,1.7614,57.99,10.377,2.5536
AON,Finance and Insurance,2021,2.3493,57.93,10.371,9.8238
APA,Mining,2005,1.2875,28.63,9.866,0.2099
APA,Mining,2006,1.0622,28.63,10.099,0.2919
APA,Mining,2007,1.3979,21.24,10.262,0.2766
APA,Mining,2008,1.0233,25.58,10.281,0.2999
APA,Mining,2009,1.4113,32.58,10.247,0.3212
APA,Mining,2010,1.2374,25.87,10.679,0.3517
APA,Mining,2011,0.8071,32.48,10.86,0.2599
APA,Mining,2012,0.7094,35.02,11.014,0.4101
APA,Mining,2013,0.7096,31.95,11.029,0.2912
APA,Mining,2014,0.6227,37.24,10.932,0.4336
APA,Mining,2015,1.3581,36.52,9.844,3.4209
APA,Mining,2016,1.4489,38.58,10.022,1.3697
APA,Mining,2017,1.1207,51.23,9.995,1.144
APA,Mining,2018,0.8359,59.23,9.98,1.1506
APA,Mining,2019,1.0248,57.43,9.804,2.7441
APA,Mining,2022,1.5438,62.86,9.484,13.6005
APA,Mining,2023,1.0733,58.69,9.632,2.0599
APD,Manufacturing,2006,1.5494,47.01,9.322,0.5898
APD,Manufacturing,2007,1.9535,51.91,9.446,0.6691
APD,Manufacturing,2008,1.456,55.76,9.439,0.7885
APD,Manufacturing,2009,1.6034,71.57,9.475,0.9394
APD,Manufacturing,2010,1.6167,79.66,9.511,0.7443
APD,Manufacturing,2011,1.4425,85.05,9.567,0.7872
APD,Manufacturing,2012,1.3495,84.43,9.738,0.817
APD,Manufacturing,2013,1.6123,75.51,9.79,0.8909
APD,Manufacturing,2014,1.9077,78.8,9.786,0.8307
APD,Manufacturing,2015,1.9127,79.4,9.766,0.811
APD,Manufacturing,2016,2.1546,73.13,9.801,0.8793
APD,Manufacturing,2017,2.0025,73.13,9.824,0.3929
APD,Manufacturing,2018,2.1109,85.3,9.862,0.3511
APD,Manufacturing,2019,2.7571,79.94,9.849,0.3009
APD,Manufacturing,2020,2.946,80.37,10.133,0.6883
APD,Manufacturing,2021,2.4171,84.82,10.198,0.607
APD,Manufacturing,2022,2.2048,84.82,10.211,0.6335
APD,Manufacturing,2023,2.3124,82.95,10.374,0.7707
APH,Manufacturing,2004,2.8149,23.83,7.175,0.9324
APH,Manufacturing,2005,2.4496,25.14,7.567,1.1331
APH,Manufacturing,2006,2.8304,35.05,7.694,0.7535
APH,Manufacturing,2007,3.3693,19.45,7.892,0.5713
APH,Manufacturing,2008,1.6337,27.38,8.004,0.5828
APH,Manufacturing,2009,2.7188,26.6,8.077,0.4315
APH,Manufacturing,2010,2.5065,27.7,8.298,0.3447
APH,Manufacturing,2011,1.9754,25.89,8.4,0.6341
APH,Manufacturing,2012,2.3103,23.14,8.559,0.7023
APH,Manufacturing,2013,2.6332,22.25,8.727,0.7459
APH,Manufacturing,2014,2.7535,29.89,8.858,0.9197
APH,Manufacturing,2015,2.5341,22.98,8.917,0.8688
APH,Manufacturing,2016,2.792,57.13,9.048,0.8193
APH,Manufacturing,2017,3.0371,59.15,9.211,0.8879
APH,Manufacturing,2018,2.7631,65.18,9.215,0.8889
APH,Manufacturing,2019,3.333,64.18,9.289,0.8401
APH,Manufacturing,2020,3.5073,68.99,9.42,0.7606
APH,Manufacturing,2021,3.9138,70.06,9.594,0.8015
APH,Manufacturing,2022,3.2728,70.06,9.637,0.6944
APH,Manufacturing,2023,3.8732,66.74,9.713,0.556
ARE,Real Estate Rental and Leasing,2009,1.0199,22.71,8.605,1.4132
ARE,Real Estate Rental and Leasing,2010,1.1194,22.71,8.684,1.0137
ARE,Real Estate Rental and Leasing,2011,1.0686,20.84,8.791,0.9281
ARE,Real Estate Rental and Leasing,2012,1.0582,26.8,8.875,1.0392
ARE,Real Estate Rental and Leasing,2013,1.0079,26.8,8.927,0.8655
ARE,Real Estate Rental and Leasing,2014,1.2316,29.08,9.004,1.0628
ARE,Real Estate Rental and Leasing,2015,1.1807,29.08,9.095,1.0992
ARE,Real Estate Rental and Leasing,2016,1.343,40.32,9.245,0.89
ARE,Real Estate Rental and Leasing,2017,1.4702,41.64,9.401,0.811
ARE,Real Estate Rental and Leasing,2018,1.2631,68.88,9.579,0.7528
ARE,Real Estate Rental and Leasing,2019,1.4447,72.51,9.82,0.7951
ARE,Real Estate Rental and Leasing,2020,1.4136,74.17,10.036,0.6745
ARE,Real Estate Rental and Leasing,2021,1.4714,72.07,10.316,0.5699
ARE,Real Estate Rental and Leasing,2022,0.9976,72.07,10.478,0.5569
ARE,Real Estate Rental and Leasing,2023,0.9108,73.71,10.512,0.6333
ATO,Utilities,2010,0.7293,24.63,8.819,1.0539
ATO,Utilities,2011,0.7339,38.23,8.893,1.0707
ATO,Utilities,2012,0.7681,32.86,8.922,1.0713
ATO,Utilities,2013,0.8418,32.28,8.98,1.0943
ATO,Utilities,2014,0.8658,18.54,9.059,0.8595
ATO,Utilities,2015,0.9697,23.15,9.115,0.9119
ATO,Utilities,2016,1.0996,22.77,9.211,0.9438
ATO,Utilities,2017,1.1545,26.13,9.283,0.9015
ATO,Utilities,2018,1.1869,31.11,9.382,0.764
ATO,Utilities,2019,1.3156,40.98,9.501,0.6946
ATO,Utilities,2020,1.0939,35.05,9.639,0.7022
ATO,Utilities,2021,0.9813,36.39,9.884,0.9565
ATO,Utilities,2022,1.0238,36.39,10.008,0.8886
ATO,Utilities,2023,1.0149,40.41,10.022,0.6553
AVB,Real Estate Rental and Leasing,2005,1.7311,28.67,8.55,0.9311
AVB,Real Estate Rental and Leasing,2006,2.1446,21.48,8.673,1.0981
AVB,Real Estate Rental and Leasing,2007,1.5567,29.96,8.815,1.06
AVB,Real Estate Rental and Leasing,2008,1.1635,29.96,8.878,1.2599
AVB,Real Estate Rental and Leasing,2009,1.4306,35.57,8.917,1.3032
AVB,Real Estate Rental and Leasing,2010,1.7561,27.33,8.965,1.2287
AVB,Real Estate Rental and Leasing,2011,1.898,45.41,9.046,0.835
AVB,Real Estate Rental and Leasing,2012,1.7382,73.56,9.32,0.5685
AVB,Real Estate Rental and Leasing,2013,1.4038,74.5,9.637,0.7231
AVB,Real Estate Rental and Leasing,2014,1.7393,75.35,9.691,0.7252
AVB,Real Estate Rental and Leasing,2015,1.8735,80.69,9.737,0.66
AVB,Real Estate Rental and Leasing,2016,1.7572,75.52,9.791,0.6949
AVB,Real Estate Rental and Leasing,2017,1.737,76.33,9.821,0.7075
AVB,Real Estate Rental and Leasing,2018,1.6957,76.16,9.819,0.664
AVB,Real Estate Rental and Leasing,2019,1.9314,75.98,9.859,0.6767
AVB,Real Estate Rental and Leasing,2020,1.5693,74.17,9.863,0.7204
AVB,Real Estate Rental and Leasing,2021,2.1892,71.23,9.899,0.7565
AVB,Real Estate Rental and Leasing,2022,1.5191,71.23,9.926,0.7534
AVB,Real Estate Rental and Leasing,2023,1.6793,69.47,9.937,0.6904
AVGO,Manufacturing,2011,3.3983,32.1,7.802,0.003
AVGO,Manufacturing,2012,2.8341,29.87,7.959,0.0012
AVGO,Manufacturing,2013,3.3144,29.87,8.136,0.0007
AVGO,Manufacturing,2014,2.6161,32.69,9.258,1.6987
AVGO,Manufacturing,2015,3.5843,31.82,9.268,0.8377
AVGO,Manufacturing,2016,1.6303,38.49,10.819,0.7221
AVGO,Manufacturing,2017,2.3047,31.89,10.904,0.8651
AVGO,Manufacturing,2018,2.1682,31.89,10.822,0.6562
AVGO,Manufacturing,2019,2.2129,35.45,11.12,1.315
AVGO,Manufacturing,2020,2.423,47.96,11.238,1.7462
AVGO,Manufacturing,2021,3.4386,74.67,11.233,1.6134
AVGO,Manufacturing,2022,3.2286,76.75,11.202,1.7604
AVY,Manufacturing,2002,1.974,10.4,8.203,1.0831
AVY,Manufacturing,2003,1.6462,8.45,8.32,0.895
AVY,Manufacturing,2004,1.6401,8.45,8.389,0.7824
AVY,Manufacturing,2005,1.5699,4.93,8.344,0.7194
AVY,Manufacturing,2006,1.7809,8.43,8.365,0.576
AVY,Manufacturing,2007,1.1985,32.04,8.74,1.1339
AVY,Manufacturing,2008,0.8995,62.34,8.705,1.2627
AVY,Manufacturing,2009,1.0928,62.34,8.518,1.1921
AVY,Manufacturing,2010,1.1373,57.06,8.537,0.8125
AVY,Manufacturing,2011,0.8505,78.47,8.512,0.7123
AVY,Manufacturing,2012,0.9229,73.98,8.538,0.7732
AVY,Manufacturing,2013,1.2698,67.49,8.436,0.6886
AVY,Manufacturing,2014,1.34,67.49,8.38,1.0779
AVY,Manufacturing,2015,1.6199,70.47,8.327,1.0965
AVY,Manufacturing,2016,1.7045,68.47,8.389,1.3965
AVY,Manufacturing,2017,2.2758,55.34,8.544,1.5119
AVY,Manufacturing,2018,1.8497,53.73,8.552,2.0586
AVY,Manufacturing,2019,2.3659,54.81,8.61,1.7274
AVY,Manufacturing,2020,2.4942,54.81,8.713,1.5335
AVY,Manufacturing,2021,2.6566,55.13,8.984,1.7082
AVY,Manufacturing,2022,2.2495,73.96,8.981,1.6032
AVY,Manufacturing,2023,2.4014,73.96,9.013,1.6176
AWK,Utilities,2008,0.7016,29.38,9.419,1.2928
AWK,Utilities,2009,0.7532,45.57,9.432,1.3711
AWK,Utilities,2010,0.7757,58.95,9.478,1.3828
AWK,Utilities,2011,0.8329,66.6,9.533,1.3941
AWK,Utilities,2012,0.8866,71.29,9.527,1.2593
AWK,Utilities,2013,0.9562,70.69,9.549,1.2426
AWK,Utilities,2014,1.0311,71.66,9.62,1.2123
AWK,Utilities,2015,1.0675,68.88,9.688,1.2985
AWK,Utilities,2016,1.1625,74.31,9.756,1.3764
AWK,Utilities,2017,1.321,67.17,9.81,1.4345
AWK,Utilities,2018,1.2568,66.3,9.899,1.4685
AWK,Utilities,2019,1.4892,71.84,9.968,1.5597
AWK,Utilities,2020,1.6621,81.24,10.059,1.7082
AWK,Utilities,2021,1.8416,80.6,10.112,1.5162
AWK,Utilities,2022,1.5285,80.6,10.177,1.619
AWK,Utilities,2023,1.327,79.08,10.266,1.2703
AXON,Manufacturing,2016,4.5605,21.71,5.628,0.0013
AXON,Manufacturing,2017,4.1519,29.96,5.823,0.0007
AXON,Manufacturing,2018,3.5759,23.27,6.579,0.0001
AXON,Manufacturing,2019,5.1684,24.71,6.74,0.0195
AXON,Manufacturing,2020,5.6753,38.47,7.231,0.025
AXON,Manufacturing,2021,6.6093,35.5,7.431,0.0257
AXON,Manufacturing,2022,4.4102,35.5,7.956,0.5656
AXP,Finance and Insurance,2002,0.5345,55.1,11.966,2.7359
AXP,Finance and Insurance,2003,0.5807,45.95,12.073,2.5909
AXP,Finance and Insurance,2004,0.6107,47.7,12.169,2.949
AXP,Finance and Insurance,2005,0.9677,46.45,11.644,4.3998
AXP,Finance and Insurance,2006,1.0219,46.45,11.759,5.5094
AXP,Finance and Insurance,2007,0.8896,58.34,11.917,6.6232
AXP,Finance and Insurance,2008,0.7182,56.94,11.745,5.8301
AXP,Finance and Insurance,2009,0.8299,59.74,11.729,3.7958
AXP,Finance and Insurance,2010,0.8243,47.87,11.898,4.3025
AXP,Finance and Insurance,2011,0.7689,47.19,11.94,3.3518
AXP,Finance and Insurance,2012,0.8215,47.24,11.939,3.2981
AXP,Finance and Insurance,2013,1.0229,49.46,11.941,3.0956
AXP,Finance and Insurance,2014,0.9844,51.16,11.977,2.9718
AXP,Finance and Insurance,2015,0.7461,51.44,11.99,2.5576
AXP,Finance and Insurance,2016,0.7523,67.8,11.976,2.5643
AXP,Finance and Insurance,2017,0.797,72.79,12.107,3.2415
AXP,Finance and Insurance,2018,0.7543,72.42,12.147,2.7601
AXP,Finance and Insurance,2019,0.8365,78.74,12.198,2.82
AXP,Finance and Insurance,2020,0.7486,75.13,12.162,1.9985
AXP,Finance and Insurance,2021,0.8833,68.55,12.147,1.8956
AXP,Finance and Insurance,2022,0.6773,68.55,12.339,1.8168
AXP,Finance and Insurance,2023,0.7485,69.29,12.473,2.1379
AZO,Retail Trade,2003,2.6329,21.66,8.211,4.1386
AZO,Retail Trade,2004,1.985,26.48,8.272,10.9062
AZO,Retail Trade,2005,2.1423,24.69,8.354,4.7617
AZO,Retail Trade,2006,1.8284,35.49,8.418,3.9554
AZO,Retail Trade,2007,2.0794,35.23,8.477,4.9373
AZO,Retail Trade,2008,1.9962,40.01,8.567,10.0748
BA,Manufacturing,2002,0.7792,51.29,10.866,1.8715
BA,Manufacturing,2003,0.9082,64.08,10.879,1.7745
BA,Manufacturing,2004,0.987,57.31,10.896,1.081
BA,Manufacturing,2005,1.0681,60.76,11.003,0.97
BA,Manufacturing,2006,1.484,51.59,10.855,2.0127
BA,Manufacturing,2007,1.2316,48.77,10.985,0.9126
BA,Manufacturing,2009,0.8418,63.53,11.036,6.0733
BA,Manufacturing,2010,0.881,67.11,11.136,4.4906
BA,Manufacturing,2011,0.8376,69.42,11.29,3.5195
BA,Manufacturing,2012,0.7577,66.38,11.395,1.7742
BA,Manufacturing,2013,1.2048,58.83,11.437,0.6477
BA,Manufacturing,2014,1.0175,73.87,11.505,1.0467
BA,Manufacturing,2015,1.1265,66.56,11.455,1.5728
BA,Manufacturing,2016,1.1782,69.8,11.408,12.1812
